0.0,32.703,-117.235
3.6,32.703,-117.235
7.2,32.703,-117.235
10.8,32.703,-117.235
14.4,32.703,-117.235
18.0,32.703,-117.235
21.6,32.703,-117.235
25.2,32.703,-117.235
28.8,32.703,-117.235
32.4,32.703,-117.235
36.0,32.703,-117.235
39.6,32.703,-117.235
43.2,32.703,-117.235
46.8,32.703,-117.235
50.4,32.703,-117.235
54.0,32.703,-117.235
57.6,32.703,-117.235
61.2,32.703,-117.235
64.8,32.703,-117.235
68.4,32.703,-117.235
72.0,32.703,-117.235
75.6,32.703,-117.235
79.2,32.703,-117.235
82.8,32.703,-117.235
86.4,32.703,-117.235
90.0,32.703,-117.235
93.6,32.703,-117.235
97.2,32.703,-117.235
100.8,32.703,-117.235
104.4,32.703,-117.235
108.0,32.703,-117.235
111.6,32.703,-117.235
115.2,32.703,-117.235
118.8,32.703,-117.235
122.4,32.703,-117.235
126.0,32.703,-117.235
129.6,32.703,-117.235
133.2,32.703,-117.235
136.8,32.703,-117.235
140.4,32.703,-117.235
144.0,32.703,-117.235
147.6,32.703,-117.235
151.2,32.703,-117.235
154.8,32.703,-117.235
158.4,32.703,-117.235
162.0,32.703,-117.235
165.6,32.703,-117.235
169.2,32.703,-117.235
172.8,32.703,-117.235
176.4,32.703,-117.235
